COUNTER,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,
51,4443.08,4242.05,4375.9,4221.03,4477.95,4208.21,4606.15,4572.82,4331.28,4415.38,4423.08,4504.1,4158.46,4652.31,2053,2025,9.378,0,0,0,0,
52,4449.74,4257.44,4340.51,4218.46,4518.97,4222.05,4606.15,4568.21,4328.21,4423.59,4401.54,4503.08,4171.28,4656.41,2053,2030,9.386,0,0,0,0,
53,4459.49,4265.13,4322.05,4215.38,4504.1,4217.95,4605.64,4575.38,4330.77,4443.59,4402.56,4502.05,4195.9,4666.67,2052,2036,9.394,0,0,0,0,
54,4457.95,4261.54,4318.46,4216.41,4468.72,4208.72,4600.51,4574.36,4332.82,4422.05,4394.87,4500.51,4194.36,4658.97,2052,2038,9.402,0,0,0,0,
55,4456.41,4263.08,4316.92,4213.33,4477.44,4214.87,4597.95,4560,4334.87,4407.69,4382.56,4501.03,4184.1,4652.31,2049,2042,9.41,0,0,0,0,
56,4463.08,4265.13,4319.49,4204.62,4481.03,4214.87,4601.54,4552.31,4341.54,4414.36,4382.56,4508.21,4188.21,4654.87,2048,2042,9.421,0,0,0,0,
57,4465.13,4257.95,4322.56,4200.51,4472.31,4206.67,4593.33,4546.67,4341.03,4417.44,4377.95,4510.26,4191.28,4649.74,2047,2041,9.426,0,0,0,0,
58,4457.95,4247.69,4318.46,4200.51,4485.64,4205.13,4573.33,4531.28,4333.33,4427.69,4360.51,4500,4187.18,4645.64,2045,2040,9.434,0,0,0,0,
59,4456.41,4242.56,4314.87,4199.49,4500,4206.15,4567.69,4522.05,4334.87,4439.49,4356.92,4494.87,4195.38,4647.18,2043,2040,9.441,0,0,0,0,
60,4466.15,4243.08,4318.97,4198.46,4501.03,4209.74,4575.9,4518.46,4341.03,4430.26,4377.95,4497.95,4210.26,4641.54,2041,2039,9.449,0,0,0,0,
61,4471.79,4246.67,4325.64,4201.03,4492.82,4207.69,4569.74,4515.38,4337.44,4407.18,4392.31,4495.9,4217.44,4632.31,2041,2038,9.457,0,0,0,0,
62,4462.56,4247.18,4326.67,4199.49,4486.67,4202.56,4557.44,4512.82,4333.33,4397.95,4385.64,4487.18,4212.82,4627.18,2040,2036,9.465,0,0,0,0,
63,4456.92,4242.05,4324.62,4189.23,4492.82,4207.18,4562.05,4504.62,4335.9,4402.05,4375.38,4484.62,4208.72,4626.67,2040,2037,9.473,0,0,0,0,
64,4460,4246.15,4324.62,4184.62,4487.69,4209.74,4563.08,4500.51,4340.51,4402.05,4367.18,4485.13,4209.23,4622.56,2040,2035,9.481,0,0,0,0,
